Device_Manufacturer,Device_ManufacturerBrandName,Device_Model,Device_ModelBrandName,Device_OS,Device_OSBrandName,Device_Language,Device_Locale,Device_ScreenWidth,Device_ScreenHeight,Device_Storage,Device_UsedStorage,Device_FreeStorage,Device_Memory,Device_UsedMemory,Device_FreeMemory,Device_CPU,Device_BatteryLevel,Device_BatteryState,Device_SystemUptime,Device_Speed,Device_Bearing,Device_SIMMCC,Device_SIMMNC,Device_SIMServiceProvider,Device_SIMServiceProviderBrandName,Connection_Start,Connection_End,Connection_Timezone,Connection_Type,Connection_Technology,Connection_GenerationCategory,Connection_MCC,Connection_MNC,Connection_LAC,Connection_CID,Connection_ServiceProvider,Connection_ServiceProviderBrandName,Connection_MobileChannel,Connection_BSIC,Connection_PCI,Connection_BSSID,Connection_SSID,Connection_WifiFrequency,Location_Latitude,Location_Longitude,Location_Altitude,Location_HorizontalAccuracy,Location_VerticalAccuracy,Location_Country,Location_Region,Location_City,Location_Geohash,QOS_Date,QOS_UploadThroughput,QOS_UploadThroughputTestSize,QOS_DownloadThroughput,QOS_DownloadThroughputTestSize,QOS_LatencyAverage,QOS_JitterAverage,QOS_PacketLossLostPercentage,QOS_LinkSpeed,QOS_SignalStrength,QOS_DeltaTransmittedBytes,QOS_DeltaReceivedBytes,QOS_RSRP,QOS_RSRQ,QOS_RSSNR,QOS_CQI,QOS_TA
samsung,Samsung,SM-N910C,Galaxy Note 4,ANDROID60,Android 6.0,tr,null,2560,1440,30130835456,20032409600,10098425856,2965516288,2179096576,786419712,0.38,0.5299999713897705,Unplugged,192034435,null,null,null,null,null,null,2017-06-04 08:15:53 UTC,2017-06-04 08:16:53 UTC,10800,MOBILE,GPRS,2G,417,1,3222,30541,,null,null,null,null,null,null,null,36.1127151,35.9412763,null,2195.0,null,Turkey,Hatay,Samandağ,sy3t3y5eu6,2017-06-04 08:16:53 UTC,null,null,null,null,null,null,null,null,null,2602,4396,null,null,null,null,null
samsung,Samsung,SM-N910F,Galaxy Note 4,ANDROID60,Android 6.0,en,GB,2560,1440,89178292224,64933576704,24244715520,2913615872,1975865344,937750528,0.13,0.4300000071525574,Charging,83241799,null,null,234,20,,3,2017-08-26 21:19:48 UTC,2017-08-26 21:20:10 UTC,3600,MOBILE,HSPA,3G,234,20,137,13466478,3,3,null,null,null,null,null,null,52.4958999,-1.942651,194.0,15.0,null,United Kingdom,England,Birmingham,gcqdeu96uc,2017-08-26 21:20:10 UTC,null,null,null,null,null,null,null,null,null,1383,701,null,null,null,null,null
motorola,Motorola,XT1635-02,Moto Z Play Droid Dual,ANDROID70,Android 7.0,en,GB,1920,1080,57518600192,46143000576,11375599616,3018317824,1777184768,1241133056,0.15,0.41999998688697815,Unplugged,4397962,null,null,234,20,,3,2017-08-12 10:57:48 UTC,2017-08-12 10:57:59 UTC,3600,MOBILE,HSPA,3G,234,20,146,15324630,3,3,10564,null,null,null,null,null,51.7149726,0.4996085,null,37.0,null,United Kingdom,England,Chelmsford,u10q5q7v99,2017-08-12 10:57:59 UTC,null,null,null,null,null,null,null,null,null,0,0,null,null,null,null,null
OnePlus,OnePlus,ONEPLUS A3003,2,ANDROID71,Android 7.1,da,DK,1920,1080,121566097408,55034552320,66531545088,6015033344,2954682368,3060350976,null,0.8100000023841858,Unplugged,18933943,null,null,238,6,3,3,2017-07-24 10:04:47 UTC,2017-07-24 10:07:52 UTC,7200,MOBILE,LTE,4G,238,6,50101,51976969,3,3,1500,null,286,null,null,null,56.2047311,10.1803499,null,92.0,null,Denmark,Central Jutland,Århus,u1zpxxv073,2017-07-24 10:07:52 UTC,null,null,null,null,null,null,null,null,null,9971,21357,null,null,null,null,null
samsung,Samsung,SM-J510FN,Galaxy J5,ANDROID60,Android 6.0,en,GB,1280,720,75805937664,51689398272,24116539392,1984086016,1335484416,648601600,0.34,0.7400000095367432,Unplugged,86838071,null,null,234,30,,EE,2017-08-08 12:43:45 UTC,2017-08-08 12:43:49 UTC,3600,MOBILE,HSPAP,3G,234,30,1088,null,BT,EE,null,null,null,null,null,null,55.0100785,-1.6089796,null,50.0,null,United Kingdom,England,Newcastle upon Tyne,gcybgqk2uj,2017-08-08 12:43:49 UTC,null,null,null,null,null,null,null,null,null,10707,7874,null,null,null,null,null
samsung,Samsung,SM-G925F,Galaxy S6 Edge,ANDROID70,Android 7.0,en,GB,2560,1440,58934435840,10602819584,48331616256,2812567552,2218311680,594255872,0.0,0.5299999713897705,Unplugged,25205020,null,null,234,30,EE,EE,2017-09-02 17:09:31 UTC,2017-09-02 17:09:52 UTC,3600,MOBILE,LTE,4G,234,30,10654,8501762,EE,EE,0,null,443,null,null,null,51.7189806,-1.2012347,null,1200.0,null,United Kingdom,England,Oxford,gcpnhxjkch,2017-09-02 17:09:52 UTC,null,null,null,null,null,null,null,null,null,501,511,null,null,null,null,null
samsung,Samsung,SM-G935F,Galaxy S7 Edge,ANDROID70,Android 7.0,en,GB,1920,1080,26551287808,25014706176,1536581632,3705470976,2725720064,979750912,0.21,0.6399999856948853,Unplugged,101117954,null,null,234,30,,EE,2017-07-08 21:46:33 UTC,2017-07-08 21:46:52 UTC,3600,MOBILE,HSPAP,3G,234,30,1152,13787041,EE,EE,0,null,null,null,null,null,51.7739123,1.0973827,null,254.0,null,United Kingdom,England,null,u10y8cphfu,2017-07-08 21:46:33 UTC,null,null,null,null,null,null,null,null,-99,0,0,null,null,null,null,null
samsung,Samsung,SM-G935F,Galaxy S7 Edge,ANDROID70,Android 7.0,en,GB,1920,1080,57932021760,16851800064,41080221696,3705470976,2318401536,1387069440,0.11,0.10999999940395355,Charging,206072795,1.152449131011963,256.0,234,30,,EE,2017-07-17 16:49:05 UTC,2017-07-17 16:49:52 UTC,3600,MOBILE,LTE,4G,234,30,11402,7034114,EE,EE,0,null,81,null,null,null,51.5685666,-3.0191863,55.0,4.0,null,United Kingdom,Wales,Newport,gcjv77c2xv,2017-07-17 16:49:52 UTC,null,null,null,null,null,null,null,null,null,43218,79282,null,null,null,null,null
ZTE,ZTE,ZTE A2017U,A2017U,ANDROID71,Android 7.1,en,US,2560,1440,55257505792,36788953088,18468552704,3953913856,2682220544,1271693312,0.13,0.7900000214576721,Unplugged,80691430,null,null,310,260,,T-Mobile,2017-08-21 10:12:05 UTC,2017-08-21 10:13:36 UTC,3600,MOBILEROAMING,HSPA,3G,234,30,1126,11485249,EE,EE,10761,null,null,null,null,null,53.5449482,-0.0957747,null,22.0,null,United Kingdom,England,null,gcxbtgd3bm,2017-08-21 10:13:36 UTC,null,null,null,null,null,null,null,null,null,232,322,null,null,null,null,null
samsung,Samsung,SM-G900F,Galaxy S5,ANDROID60,Android 6.0,de,AT,1920,1080,28203405312,11469799424,16733605888,1788809216,1384894464,403914752,0.51,0.7300000190734863,Unplugged,611382920,null,null,262,3,1&1,E-Plus,2017-08-08 13:22:34 UTC,2017-08-08 13:24:38 UTC,7200,MOBILE,HSDPA,3G,262,3,40146,140697182,1&1,E-Plus,null,null,null,null,null,null,51.4416017,6.9992918,null,21.0,null,Germany,North Rhine-Westphalia,Essen,u1huxk8tp3,2017-08-08 13:24:38 UTC,null,null,null,null,null,null,null,null,null,2182,5567,null,null,null,null,null
samsung,Samsung,SM-G955F,null,ANDROID70,Android 7.0,nl,NL,2220,1080,65905557504,15161786368,50743771136,3623976960,2302062592,1321914368,0.1,0.6499999761581421,Unplugged,20575529,null,null,204,8,KPN,KPN,2017-07-09 12:23:31 UTC,2017-07-09 12:23:36 UTC,7200,MOBILE,LTE,4G,204,8,64802,12756748,KPN,KPN,0,null,266,null,null,null,50.9057675,5.8793258,null,1000.0,null,Netherlands,Limburg,null,u1h1tg15w4,2017-07-09 12:23:36 UTC,null,null,null,null,null,null,null,null,null,0,0,null,null,null,null,null
LGE,LGE,LG-D802TR,G2,ANDROID44,Android 4.4,tr,TR,1920,1080,11398832128,10497576960,901255168,1943035904,1578373120,364662784,0.33,0.03999999910593033,Unplugged,86192518,null,null,286,3,,Turk Telekom,2017-08-26 18:01:04 UTC,2017-08-26 18:01:14 UTC,10800,MOBILE,HSPAP,3G,286,3,42604,10004953,AVEA,Turk Telekom,null,null,null,null,null,null,39.76961892,30.54304889,827.0,32.0,null,Turkey,Eskisehir,Odunpazarı,sxjdppbfbd,2017-08-26 18:01:14 UTC,null,null,null,null,null,null,null,null,null,6398,124683,null,null,null,null,null
OnePlus,OnePlus,ONEPLUS A3003,2,ANDROID71,Android 7.1,en,GB,1920,1080,56550244352,30509842432,26040401920,6019280896,4201848832,1817432064,0.5,1.0,Full,311885953,17.72635269165039,18.665557861328125,234,20,,3,2017-08-19 18:36:07 UTC,2017-08-19 18:38:53 UTC,7200,MOBILEROAMING,HSPAP,3G,260,1,11007,75641399,Plus,Plus,2963,null,null,null,null,null,53.29341355657023,22.14568943120678,194.0,3.0,null,Poland,Podlachian,null,u3rxpvvbxu,2017-08-19 18:36:07 UTC,null,null,null,null,null,null,null,null,-95,2052,3108,null,null,null,null,null
samsung,Samsung,SM-C115,SM-C115,ANDROID44,Android 4.4,it,IT,1280,720,36749852672,21581553664,15168299008,1979088896,1486749696,492339200,0.61,0.7699999809265137,Unplugged,502783509,19.2217960357666,279.0,222,99,,3,2017-09-17 10:41:58 UTC,2017-09-17 10:42:08 UTC,7200,MOBILE,UMTS,3G,222,99,30035,5477843,3 ITA,3,null,null,null,null,null,null,45.2809078,10.8644712,79.0,8.0,null,Italy,Veneto,null,u0p9x5pk2t,2017-09-17 10:41:58 UTC,null,null,null,null,29.0,5.577149,0.0,null,-93,13300,29714,null,null,null,null,null
samsung,Samsung,SM-G950F,null,ANDROID70,Android 7.0,pt,BR,2220,1080,57964560384,31024312320,26940248064,3630510080,2765201408,865308672,0.12,0.38999998569488525,Unplugged,508449605,null,null,208,10,,SFR,2017-08-26 15:20:19 UTC,2017-08-26 15:20:33 UTC,7200,MOBILE,LTE,4G,208,10,58101,2892805,F SFR,SFR,0,null,95,null,null,null,46.1579247,-1.1531727,null,50.0,null,France,Aquitaine-Limousin-Poitou-Charentes,La Rochelle,gbpntfb33h,2017-08-26 15:20:19 UTC,null,null,null,null,30.0,2.660009,0.0,null,-90,3041,7045,-90,-13,-20,2,8
samsung,Samsung,SM-G955F,null,ANDROID70,Android 7.0,fr,FR,2560,1440,26988519424,18107371520,8881147904,3844411392,3008831488,835579904,0.45,0.5099999904632568,Charging,419416746,36.5036735534668,300.0,208,10,,SFR,2017-08-29 14:08:12 UTC,2017-08-29 14:08:24 UTC,7200,MOBILE,LTE,4G,208,10,58505,154395907,F SFR,SFR,0,null,280,null,null,null,47.2490891,4.5674039,437.0,6.0,null,France,Bourgogne-Franche-Comté,null,u07hzcmvuh,2017-08-29 14:08:24 UTC,null,null,null,null,null,null,null,null,null,2074,4397,null,null,null,null,null
HTC,HTC,HTC One A9,One A9,ANDROID70,Android 7.0,fr,FR,1920,1080,42878631936,12326645760,30551986176,1879048192,1326837760,552210432,0.6,0.9300000071525574,Charging,429452430,38.79999923706055,321.0,208,10,,SFR,2017-07-23 16:42:56 UTC,2017-07-23 16:43:20 UTC,7200,MOBILE,LTE,4G,208,10,31957,138505985,F SFR,SFR,1850,null,292,null,null,null,47.1939425,2.1559074,151.0,4.0,null,France,Centre-Val de Loire,null,u03s3p3usk,2017-07-23 16:42:56 UTC,null,null,null,null,null,null,null,null,-109,0,0,-109,-9,-36,null,null
UMI_Diamond,null,UMI_Diamond,null,ANDROID60,Android 6.0,fr,,1280,720,19721371648,12183257088,7538114560,3076407296,2599837696,476569600,0.26,0.4000000059604645,Charging,262382607,21.54781723022461,199.0,208,10,F SFR,SFR,2017-08-07 14:51:38 UTC,2017-08-07 14:51:45 UTC,7200,MOBILE,LTE,4G,208,10,58100,2157576,F SFR,SFR,null,null,273,null,null,null,45.8564767,0.4643383,144.0,4.0,null,France,Aquitaine-Limousin-Poitou-Charentes,null,u00kfefj7f,2017-08-07 14:51:45 UTC,null,null,null,null,null,null,null,null,null,1486,913,null,null,null,null,null
samsung,Samsung,SM-G935F,Galaxy S7 Edge,ANDROID70,Android 7.0,it,IT,2560,1440,26497818624,13269123072,13228695552,3705470976,2486460416,1219010560,0.23,0.8899999856948853,Unplugged,433997881,null,null,222,1,,TIM,2017-08-21 08:57:29 UTC,2017-08-21 08:57:37 UTC,7200,MOBILE,LTE,4G,222,1,5048,77036289,I TIM,TIM,0,null,44,null,null,null,42.6892077,13.7765309,null,1700.0,null,Italy,Abruzzo,Teramo,sr9fc7rf8m,2017-08-21 08:57:37 UTC,null,null,null,null,null,null,null,null,null,981,821,null,null,null,null,null
LGE,LGE,LG-D405,Optimus L90,ANDROID44,Android 4.4,lt,LT,960,540,4277366784,2881941504,1395425280,926683136,795746304,130936832,0.68,null,Unknown,487456982,1.25,57.20000076293945,246,3,Tele2,Tele2,2017-08-19 08:53:46 UTC,2017-08-19 08:53:49 UTC,10800,MOBILE,HSPAP,3G,246,3,null,null,Tele2,Tele2,null,null,null,null,null,null,55.08554277,24.28327181,101.0,10.0,null,Lithuania,Kaunas,null,u9c32s4891,2017-08-19 08:53:49 UTC,null,null,null,null,null,null,null,null,null,132,732,null,null,null,null,null
samsung,Samsung,GT-S7275R,Galaxy Ace 3,ANDROID43,Android 4.3,es,ES,800,480,13627658240,4870369280,8757288960,903880704,659161088,244719616,0.99,0.8999999761581421,Unplugged,55190046,null,null,214,4,Yoigo,Yoigo,2017-09-14 19:03:39 UTC,2017-09-14 19:03:40 UTC,7200,MOBILE,UNKNOWN,UNKNOWN,214,4,8013,21043302,YOIGO,Yoigo,null,null,null,null,null,null,41.4766771,1.9142557,null,18.0,null,Spain,Catalonia,Martorell,sp37gw9gjm,2017-09-14 19:03:40 UTC,null,null,null,null,null,null,null,null,null,0,0,null,null,null,null,null
OnePlus,OnePlus,ONEPLUS A3003,2,ANDROID71,Android 7.1,de,,1920,1080,56548483072,14981230592,41567252480,6019264512,3215863808,2803400704,0.19,null,Unknown,976616304,0.36000001430511475,246.0,262,7,,O2,2017-09-04 10:21:11 UTC,2017-09-04 10:29:33 UTC,7200,MOBILE,LTE,4G,262,3,59061,23878658,o2-de,E-Plus,6200,null,89,null,null,null,49.1370702,9.2077803,243.0,13.0,null,Germany,Baden-Württemberg,Heilbronn,u0wx990uhv,2017-09-04 10:29:33 UTC,null,null,null,null,null,null,null,null,null,97274,74644,null,null,null,null,null
LGE,LGE,Nexus 4,Nexus 4,ANDROID51,Android 5.1,de,DE,1280,768,13874577408,12872359936,1002217472,1924923392,1465606144,459317248,0.0,0.699999988079071,Unplugged,97543721,null,null,262,7,,O2,2017-08-19 16:24:22 UTC,2017-08-19 16:24:26 UTC,7200,MOBILE,HSPAP,3G,262,45,21936,16165015,FONIC+,null,null,null,null,null,null,null,52.4645197,13.259598,null,1100.0,null,Germany,Berlin,Berlin,u336mwz7gp,2017-08-19 16:24:26 UTC,null,null,null,null,null,null,null,null,null,1634,5179,null,null,null,null,null
HUAWEI,Huawei,G7-L01,Ascend G7,ANDROID44,Android 4.4,en,GB,1280,720,15966859264,15388037120,578822144,2003107840,1495781376,507326464,0.05,0.6800000071525574,Unplugged,751670606,0.8100000023841858,210.5859375,222,88,,Wind,2017-06-01 07:08:51 UTC,2017-06-01 07:13:53 UTC,7200,MOBILE,LTE,4G,222,88,10416,28163846,I WIND,Wind,null,null,410,null,null,null,45.683260560035706,9.655373096466064,254.0,35.0,null,Italy,Lombardy,Bergamo,u0nggsqu69,2017-06-01 07:08:52 UTC,null,null,null,null,null,null,null,null,-105,722,698,-105,-12,-24,null,null
samsung,Samsung,SM-G928F,Galaxy S6 Edge+,ANDROID60,Android 6.0,it,IT,2560,1440,26842775552,7432941568,19409833984,3841785856,2523799552,1317986304,0.01,0.8100000023841858,Unplugged,78883048,null,null,222,88,,Wind,2017-09-25 20:45:11 UTC,2017-09-25 20:45:21 UTC,7200,MOBILE,UMTS,3G,222,88,10081,8859116,I WIND,Wind,null,null,null,null,null,null,45.574452,9.3932292,null,1197.0,null,Italy,Lombardy,null,u0nem8xfqj,2017-09-25 20:45:11 UTC,null,null,null,null,null,null,null,null,-51,0,0,null,null,null,null,null
Sony,Sony,D6603,Xperia Z3,ANDROID60,Android 6.0,es,,1920,1080,43581538304,24342650880,19238887424,2922385408,2101579776,820805632,0.42,0.9599999785423279,Unplugged,308563878,null,null,214,3,Orange,Orange,2017-08-11 15:33:21 UTC,2017-08-11 15:33:24 UTC,7200,MOBILE,HSPA,3G,214,3,13110,85474966,Orange,Orange,null,null,null,null,null,null,42.1891843,-8.8030319,null,1100.0,null,Spain,Galicia,Vigo,ez98p8mcf3,2017-08-11 15:33:24 UTC,null,null,null,null,null,null,null,null,null,874,850,null,null,null,null,null
samsung,Samsung,SM-G900F,Galaxy S5,ANDROID44,Android 4.4,es,ES,1920,1080,12667727872,8255619072,4412108800,1789718528,1404325888,385392640,0.77,0.7300000190734863,Unplugged,49167328,5.071410179138184,131.89999389648438,214,3,Orange,Orange,2017-06-20 06:48:50 UTC,2017-06-20 06:55:23 UTC,7200,MOBILE,HSPAP,3G,214,3,2126,13517916,Orange,Orange,null,null,null,null,null,null,41.38077539,2.14712135,77.0,18.0,null,Spain,Catalonia,Barcelona,sp3e2v5krx,2017-06-20 06:48:54 UTC,null,null,null,null,263.0,1.548892,0.0,null,-93,721,834,null,null,null,null,null
HTC,HTC,HTC One dual sim,One Dual SIM,ANDROID50,Android 5.0,ru,RU,1920,1080,42930417664,32454557696,10475859968,1901572096,1338990592,562581504,0.65,0.8299999833106995,Charging,6006200,3.5,246.0,255,6,life:),lifecell,2017-08-11 14:36:53 UTC,2017-08-11 14:36:53 UTC,10800,MOBILE,UMTS,3G,255,6,null,null,life:),lifecell,null,null,null,null,null,null,50.4795311,30.6251115,132.0,3.0,null,Ukraine,null,null,u8vz0vs88f,2017-08-11 14:36:53 UTC,null,null,null,null,null,null,null,null,null,582,866,null,null,null,null,null
Sony,Sony,D6603,Xperia Z3,ANDROID60,Android 6.0,da,DK,1920,1080,20363476992,9559207936,10804269056,2922385408,2099269632,823115776,0.66,0.7699999809265137,Unplugged,5009383897,null,null,238,1,TELMORE,TDC,2017-08-24 16:05:36 UTC,2017-08-24 16:07:29 UTC,7200,MOBILE,LTE,4G,238,1,2900,6743336,TELMORE,TDC,null,null,57,null,null,null,55.8179565,12.5335646,null,21.0,null,Denmark,Hovedstaden,Birkerod,u3bvt1qejj,2017-08-24 16:05:36 UTC,null,null,null,null,null,null,null,null,-111,0,0,-111,-11,114,null,null
OnePlus,OnePlus,ONEPLUS A3003,2,ANDROID71,Android 7.1,fr,FR,1920,1080,56548483072,31676579840,24871903232,6019264512,3088564224,2930700288,0.48,0.6399999856948853,Unplugged,456471315,null,null,208,1,Orange F,Orange,2017-08-31 22:43:10 UTC,2017-08-31 22:43:25 UTC,7200,MOBILE,LTE,4G,208,1,39266,21492481,Orange F,Orange,3000,null,96,null,null,null,50.4943599,2.8984442,70.0,6.0,null,France,Nord-Pas-de-Calais-Picardie,null,u0fp3bnwfw,2017-08-31 22:43:10 UTC,null,null,null,null,null,null,null,null,-115,0,0,-115,-8,28,null,null
Sony,Sony,D6503,Xperia Z2,ANDROID60,Android 6.0,tr,null,1920,1080,2625871872,2208886784,416985088,2922422272,2094821376,827600896,0.57,0.1899999976158142,Unplugged,3199278958,7.840000152587891,140.0,null,null,null,null,2017-05-14 20:04:59 UTC,2017-05-14 21:03:31 UTC,10800,MOBILE,HSPA,3G,286,1,60134,157806551,TURKCELL,Turkcell,null,null,null,null,null,null,41.042029,29.0378636,107.0,9.0,null,Turkey,Istanbul,null,sxk9kz2xpk,2017-05-14 20:12:33 UTC,null,null,null,null,null,null,null,null,-83,95604,280605,null,null,null,null,null
samsung,Samsung,SM-N7500Q,Galaxy Note 3 Neo,ANDROID44,Android 4.4,tr,TR,1280,720,28528238592,6641795072,21886443520,1972228096,1784750080,187478016,0.22,0.3400000035762787,Charging,261377304,0.10249108076095581,229.48715209960938,286,1,,Turkcell,2017-07-22 00:49:50 UTC,2017-07-22 00:50:34 UTC,10800,MOBILE,HSPAP,3G,286,1,60154,72498147,TURKCELL,Turkcell,null,null,null,null,null,null,40.513934709360726,30.23585207130685,141.55097366867167,12.0,null,Turkey,Sakarya,Pamukova,sxjw2p34f2,2017-07-22 00:50:34 UTC,null,null,null,null,null,null,null,null,null,19254,527376,null,null,null,null,null
samsung,Samsung,SM-G930F,Galaxy S7,ANDROID70,Android 7.0,en,US,1920,1080,58123902976,41027088384,17096814592,3705475072,1902436352,1803038720,0.01,0.5099999904632568,Unplugged,77727030,null,null,246,1,Telia LT,Omnitel,2017-09-08 16:43:24 UTC,2017-09-08 16:44:06 UTC,10800,MOBILE,LTE,4G,246,1,8003,46229536,Telia LT,Omnitel,0,null,284,null,null,null,54.7335942,25.3375081,null,116.0,null,Lithuania,Vilniaus,null,u9dp2efnq9,2017-09-08 16:44:06 UTC,null,null,null,null,null,null,null,null,null,80,80,null,null,null,null,null
samsung,Samsung,GT-N7100,Galaxy Note II,ANDROID44,Android 4.4,el,GR,1280,720,43131854848,20974276608,22157578240,1871659008,1596657664,275001344,0.32,0.30000001192092896,Unplugged,32552454,null,null,202,10,WIND GR,Wind,2017-08-04 13:47:14 UTC,2017-08-04 13:47:20 UTC,10800,MOBILE,HSDPA,3G,202,10,10820,13853878,WIND GR,Wind,null,null,null,null,null,null,37.981394,23.7273918,108.0,8.0,null,Greece,Attica,Athens,swbb5fmc8m,2017-08-04 13:47:20 UTC,null,null,null,null,null,null,null,null,null,3274,4635,null,null,null,null,null
samsung,Samsung,SM-A500FU,Galaxy A5,ANDROID60,Android 6.0,de,DE,1280,720,44542898176,23482486784,21060411392,1984266240,1653075968,331190272,0.88,0.7699999809265137,Unplugged,3272672921,null,null,262,1,congstar,Telekom,2017-09-23 13:08:29 UTC,2017-09-23 13:08:29 UTC,7200,MOBILE,HSPAP,3G,262,1,17586,null,congstar,Telekom,null,null,null,null,null,null,49.4494974,11.0837977,null,92.0,null,Germany,Bavaria,Nuremberg,u0zck4nbpn,2017-09-23 13:08:29 UTC,null,null,null,null,null,null,null,null,null,376,9267,null,null,null,null,null
samsung,Samsung,SM-G925F,Galaxy S6 Edge,ANDROID70,Android 7.0,de,DE,2560,1440,122464509952,92495994880,29968515072,2812567552,2317369344,495198208,0.02,0.3400000035762787,Unplugged,479725448,null,null,262,1,Telekom.de,Telekom,2017-08-30 16:32:01 UTC,2017-08-30 16:46:20 UTC,7200,MOBILE,LTE,4G,262,1,13601,30066945,Telekom.de,Telekom,0,null,298,null,null,null,51.2233665,6.6058465,null,26.0,null,Germany,North Rhine-Westphalia,Kaarst,u1heqkfjxr,2017-08-30 16:46:19 UTC,null,null,null,null,null,null,null,null,-103,77765,38354,-103,-6,130,14,4
Xiaomi,Xiaomi,Redmi 3,Redmi 3,ANDROID51,Android 5.1,uk,,1280,720,27233980416,25744543744,1489436672,3009437696,2426257408,583180288,null,0.8399999737739563,NotCharging,254993915,null,null,255,3,MTS UKR,Kyivstar,2017-08-07 07:41:15 UTC,2017-08-07 08:01:02 UTC,10800,MOBILE,HSPA,3G,255,1,14199,33512043,Vodafone U,Vodafone,null,null,null,null,null,null,50.613005,26.2564644,null,2000.0,null,Ukraine,Rivne,null,u8fxvmz65g,2017-08-07 07:49:02 UTC,null,null,null,null,null,null,null,null,-83,7473,8897,null,null,null,null,null
HUAWEI,Huawei,KIW-L21,KIW-L21,ANDROID60,Android 6.0,cs,CZ,1920,1080,11175571456,4938776576,6236794880,1903149056,1345462272,557686784,0.21,0.46000000834465027,Unplugged,209416081,null,null,230,1,T-Mobile CZ,T-Mobile,2017-09-22 18:28:25 UTC,2017-09-22 18:33:35 UTC,7200,MOBILE,LTE,4G,230,1,18238,18097677,T-Mobile CZ,T-Mobile,null,null,300,null,null,null,49.9654293,15.3293824,null,50.0,null,Czech Republic,Stredoceský,null,u2fuhzft8r,2017-09-22 18:28:25 UTC,null,null,null,null,14.0,0.825493,0.0,null,-66,5004,8779,-66,null,null,null,null
Sony,Sony,E6653,Xperia Z5,ANDROID71,Android 7.1,pl,PL,1920,1080,56143011840,16196546560,39946465280,2933616640,2308853760,624762880,0.26,0.550000011920929,Unplugged,519377929,null,null,260,2,T-Mobile.pl,T-Mobile,2017-08-21 10:34:25 UTC,2017-08-21 10:36:22 UTC,7200,MOBILE,LTE,4G,260,2,54603,62977026,T-Mobile.pl,T-Mobile,1798,null,288,null,null,null,53.0151625,18.6120159,null,21.0,null,Poland,Kuyavian-Pomeranian,null,u3mjxe0geq,2017-08-21 10:36:22 UTC,null,null,null,null,null,null,null,null,null,3222,23121,null,null,null,null,null
samsung,Samsung,GT-I9060I,Galaxy Grand Neo Plus,ANDROID44,Android 4.4,uk,UA,800,480,5903306752,4715585536,1187721216,998236160,801529856,196706304,0.36,0.27000001072883606,Unplugged,288303574,1.421191692352295,4.4442572593688965,255,1,MTS UKR,Vodafone,2017-04-21 06:43:44 UTC,2017-04-21 06:44:24 UTC,10800,MOBILE,UNKNOWN,UNKNOWN,255,1,null,null,Vodafone UA,Vodafone,null,null,null,null,null,null,50.37893944073209,30.341077600810163,212.468163204691,64.0,null,Ukraine,null,null,u8vwd7jww6,2017-04-21 06:44:24 UTC,null,null,null,null,null,null,null,null,null,10356,28695,null,null,null,null,null
Sony,Sony,F5321,Xperia X Compact,ANDROID71,Android 7.1,nl,NL,1280,720,55287574528,30418669568,24868904960,2988183552,1438175232,1550008320,null,0.4300000071525574,Unplugged,38742604,null,null,204,16,T-Mobile  NL,T-Mobile,2017-08-30 16:19:24 UTC,2017-08-30 16:21:47 UTC,7200,MOBILE,LTE,4G,204,16,556,1756182,T-Mobile  NL,T-Mobile,3700,null,199,null,null,null,52.3599655,6.594738,null,19.0,null,Netherlands,Overijssel,Wierden,u1k9y5f4ut,2017-08-30 16:21:47 UTC,null,null,null,null,null,null,null,null,null,436,1869,null,null,null,null,null
LGE,LGE,LG-D802TR,G2,ANDROID44,Android 4.4,tr,TR,1920,1080,26623651840,23324778496,3298873344,1943035904,1568530432,374505472,0.18,0.25,Unplugged,250564258,0.25,338.70001220703125,286,3,Turk Telekom,Turk Telekom,2017-09-13 08:51:49 UTC,2017-09-13 08:53:55 UTC,10800,MOBILE,HSPA,3G,286,3,54104,10292013,Turk Telekom,Turk Telekom,null,null,null,null,null,null,40.9145561,30.07817038,238.0,77.0,null,Turkey,Kocaeli,Kandıra,sxm2u2q284,2017-09-13 08:53:55 UTC,null,null,null,null,null,null,null,null,null,2731,6779,null,null,null,null,null
Vestel,Vestel,Venus_V3_5570,Venus_V3_5570,ANDROID60,Android 6.0,tr,null,1920,1080,2476511232,2425298944,51212288,1985220608,1138257920,846962688,0.13,0.6200000047683716,Unplugged,106716935,null,null,null,null,null,null,2017-04-11 15:20:16 UTC,2017-04-11 15:45:13 UTC,10800,MOBILE,LTE,4G,286,3,2054,88384279,Turk Telekom,Turk Telekom,null,null,55,null,null,null,41.0871228,29.029081,null,699.9990234375,null,Turkey,Istanbul,Besiktas,sxk9sxdmfd,2017-04-11 15:45:13 UTC,null,null,null,null,null,null,null,null,null,89862,301367,null,null,null,null,null
